pair_ID	sentence_A	sentence_B	relatedness_score	entailment_judgment
72	Dwie osoby w kombinezonach narciaskich leżą na śniegu i robią anioły śnieżne	Dwóch aniołów robi śnieg na leżących dzieciach	2.5	NEUTRAL
73	Dwoje dzieci leży na śniegu i robi śnieżne aniołki	Dwie osoby w kombinezonach narciaskich leżą na śniegu i robią anioły śnieżne	4.2	NEUTRAL
77	Ludzie ubrani w kostiumy zbierają się w lesie i patrzą w tym samym kierunku	Zamaskowani patrzą w tym samym kierunku w lesie	4.4	ENTAILMENT
78	Ludzie ubrani w kostiumy zbierają się w lesie i patrzą w tym samym kierunku	Ludzie ubrani w kostiumy rozbiegają się w lesie i patrzą w różnych kierunkach	3.2	NEUTRAL
79	Ludzie przyglądają się jakimś kostiumom zebranym w pobliżu lasu	Ludzie ubrani w kostiumy zbierają się w lesie i patrzą w tym samym kierunku	3.635	NEUTRAL
81	Mała dziewczynka patrzy na kobietę w kostiumie	Ludzie ubrani w kostiumy rozbiegają się w lesie i patrzą w różnych kierunkach	2.4	NEUTRAL
82	Mała dziewczynka patrzy na kobietę w kostiumie	Ludzie przyglądają się jakimś kostiumom zebranym w pobliżu lasu	2.6	NEUTRAL
83	Młoda dziewczyna patrzy na kobietę w kostiumie	Ludzie ubrani w kostiumy zbierają się w lesie i patrzą w tym samym kierunku	2.2	NEUTRAL
84	Ludzie ubrani w kostiumy zbierają się w lesie i patrzą w tym samym kierunku	Dziewczynka patrzy na mężczyznę w kostiumie	3	NEUTRAL
85	Ludzie ubrani w kostiumy zbierają się w lesie i patrzą w tym samym kierunku	Mała dziewczynka w kostiumie wygląda jak kobieta	2	NEUTRAL
87	Samotny rowerzysta skacze w powietrzu	Rowerzysta skacze w powietrzu, sam	5	ENTAILMENT
88	Nie ma rowerzysty skaczącego w powietrzu	Samotny rowerzysta skacze w powietrzu	4.2	CONTRADICTION
90	Mężczyzna skacze do pustego basenu	Mężczyzna skacze do pełnego basenu	3	CONTRADICTION
91	Mężczyzna skacze do pustego basenu	Mężczyzna jest w pustym basenie	3.1	NEUTRAL
93	Samotny rowerzysta skacze w powietrzu	Mężczyzna skacze do pełnego basenu	1.7	NEUTRAL
94	Mężczyzna jest w pustym basenie	Samotny rowerzysta skacze w powietrzu	1.4	NEUTRAL
97	Samotny rowerzysta skacze w powietrzu	Mężczyzna skacze do pustego basenu	1.5	NEUTRAL
98	Czworo dzieci robi mostek w parku	Czworo dzieciaków robi mostek w parku	4.8	ENTAILMENT
99	Czworo dzieci robi mostek na siłowni	Czworo dzieciaków robi mostek w parku	3.8	NEUTRAL
100	Cztery dziewczynki robią mostek i bawią się w ogrodzie	Cztery dziewczynki robią mostek i bawią się na świeżym powietrzu	4.1	ENTAILMENT
107	Mężczyzna podczas gry biegnie z piłką w rękach	Zawodnik biegnie z piłką	4.3	ENTAILMENT
112	Dwie grupy osób grają w piłkę nożną	Zawodnik biegnie z piłką	2.1	NEUTRAL
113	Dwie drużyny rywalizują w meczu baseballowym	Zawodnik biegnie z piłką	3	NEUTRAL
117	Zawodnik biegnie z piłką	W meczu piłki nożnej rywalizują dwie drużyny	2.6	NEUTRAL
120	Przed chatką każdego z dzieci znajduje się pięć drewnianych stojaków	Pięcioro dzieci stoi przed drewnianą chatką	3.2	NEUTRAL
122	Pięcioro dzieci stoi blisko siebie, a jedno dziecko ma pistolet	Pięcioro dzieci stoi blisko siebie i żadne z nich nie ma pistoletu	3.7	CONTRADICTION
124	Pięcioro dzieci stoi blisko siebie i żadne z nich nie ma pistoletu	Pięcioro dzieci stoi przed drewnianą chatką	2.6	NEUTRAL
126	Pięcioro dzieci stoi w drewnianej chacie	Pięcioro dzieci stoi blisko siebie, a jedno dziecko ma pistolet	2.7	NEUTRAL
127	Przed chatką każdego z dzieci znajduje się pięć drewnianych stojaków	Pięcioro dzieci stoi blisko siebie, a jedno dziecko ma pistolet	2.3	NEUTRAL
129	Starszy mężczyzna siedzi na polu	Mężczyzna siedzi na polu	4.4	ENTAILMENT
130	Mężczyzna siedzi na polu	Mężczyzna biegnie po polu	2.6	NEUTRAL
131	Człowiek ma na sobie kapelusz i siedzi na trawie	Osoba siedzi na polu i jest ubrana w kapelusz	4.1	NEUTRAL
133	Człowiek siedzi i ma na sobie kapelusz z trawy	Człowiek ma na sobie kapelusz i siedzi na trawie	3.4	NEUTRAL
136	Człowiek siedzi i ma na sobie kapelusz z trawy	Mężczyzna siedzi na polu	3.3	NEUTRAL
139	Mężczyzna siedzi na polu	Człowiek ma na sobie kapelusz i siedzi na trawie	3.8	NEUTRAL
140	Nurt prowadzi tratwę, na której znajduje się grupa przyjaciół	Grupa przyjaciół płynie tratwą z nurtem	4.9	ENTAILMENT
141	Grupa przyjaciół płynie tratwą z nurtem	Grupa nie płynie tratwą z nurtem	3.7	CONTRADICTION
146	Nurt prowadzi tratwę, na której znajduje się grupa przyjaciół	Ta grupa osób praktykuje bezpieczeństwo wodne i nosi kamizelki ratunkowe	3.2	NEUTRAL
148	Grupa przyjaciół płynie tratwą z nurtem	Ta grupa osób praktykuje bezpieczeństwo wodne i nosi kamizelki ratunkowe	3.1	NEUTRAL
150	Jeleń skacze przez płot	Jeleń nie skacze przez płot	3.9	CONTRADICTION
159	Ludzie wchodzą do środka budynku, na którym znajduje się wiele murali	Ludzie spacerują na zewnątrz budynku, na którym znajduje się wiele murali	3.4	NEUTRAL
161	Kilka osób znajduje się przed kolorowym budynkiem	Przed kolorowym budynkiem nie ma nikogo	3.5	CONTRADICTION
163	Ludzie spacerują na zewnątrz budynku, na którym znajduje się wiele murali	Przed kolorowym budynkiem nie ma nikogo	3.6	NEUTRAL
164	Ludzie spacerują na zewnątrz budynku, na którym znajduje się kilka murali	Kilka osób znajduje się przed kolorowym budynkiem	3.6	ENTAILMENT
170	Rodzina ogląda chłopca, który uderza w piłkę baseballową	Rodzina patrzy na małego chłopca, który nie trafia w piłkę baseballową	3.9	NEUTRAL
173	Dziecko uderza w piłkę baseballową	Rodzina patrzy na małego chłopca, który nie trafia w piłkę baseballową	3.015	NEUTRAL
176	Dziecko nie trafia w piłkę baseballową	Rodzina ogląda chłopca, który uderza w piłkę baseballową	2.7	NEUTRAL
183	Fioletowy tłum ludzi je na różnych oświetlonych na czerwono stołach restauracyjnych	Różne osoby jedzą przy czerwonych stołach w zatłoczonej restauracji z fioletowym światłem	3.3	NEUTRAL
184	Duża grupa ludzi azjatów je w restauracji	W zatłoczonej restauracji z fioletowym światłem jedzą różni klienci	2.9	NEUTRAL
186	Fioletowy tłum ludzi je na różnych oświetlonych na czerwono stołach restauracyjnych	Duża grupa ludzi azjatów je w restauracji	3.1	NEUTRAL
188	Różne osoby jedzą przy czerwonych stołach w zatłoczonej restauracji z fioletowym światłem	Niewielka grupa osób czeka na jedzenie w restauracji	3.2	NEUTRAL
192	Motocyklista wstaje z siedzenia białego motocykla	Motocyklista wstaje z siedzenia motocykla	3.8	CONTRADICTION
194	Nikogo nie ma na motocyklu i nie stoi na siedzeniu	Ktoś jest na czarno-białym motocyklu i stoi na siedzeniu	3.7	CONTRADICTION
200	Motocyklista ryzykownie jedzie na motocyklu po ulicy	Motocyklista jedzie motocyklem po ulicy	4.6	ENTAILMENT
201	Żaden motocyklista nie jedzie motocyklem po ulicy	Motocyklista jedzie motocyklem po ulicy	3.7	CONTRADICTION
202	Mężczyzna z kaskiem pomalowanym na czerwono jedzie niebieskim motocyklem po drodze	Motocyklista z czerwonym kaskiem jedzie niebieskim motocyklem w wzdłuż drogi	4.8	ENTAILMENT
205	Motocyklista bez kasku czeka na niebieskim motocyklu w pobliżu drogi	Motocyklista jedzie motocyklem po ulicy	3.3	NEUTRAL
215	Dwa psy bawią się przy drzewie	Pies łapie kij w powietrzu, a inny to ogląda	3.7	NEUTRAL
216	Dwa psy bawią się przy drzewie	Nie ma psa wyskakującego w powietrze	2.7	NEUTRAL
217	Dwa psy bawią się przy drzewie	Pies wyskakuje wysoko w powietrze, a inny obserwuje	3	NEUTRAL
223	Dziewczynka w bieli tańczy	Tancerka tańczy przed sprzętem nagłaśniającym	4	NEUTRAL
224	Dziewczynka w bieli tańczy	Blondynka tańczy za sprzętem nagłaśniającym	3.3	NEUTRAL
226	Dziewczynka ma na sobie białe ubranie i tańczy	Blondynka tańczy przed sprzętem nagłaśniającym	3.5	NEUTRAL
227	Blondynka tańczy przed sprzętem nagłaśniającym	Nie ma tańczącej dziewczynki w białym	3.3	NEUTRAL
232	Trójka dzieci azjatyckich tańczy, a mężczyzna obserwuje	Trójka azjatyckich dzieci tańczy i nie ma obserwującego mężczyzny	3.9	CONTRADICTION
233	Trójka dzieci azjatyckich tańczy, a mężczyzna obserwuje	Azjatycki mężczyzna tańczy, a troje dzieci obserwuje	3.7	NEUTRAL
234	Dzieci z rodziny bawią się i czekają	Trójka azjatyckich dzieci tańczy, a poważny mężczyzna obserwuje	1.9	NEUTRAL
237	Dzieci z rodziny cierpliwie się bawią i czekają	Trójka dzieci azjatyckich tańczy, a mężczyzna obserwuje	2.3	NEUTRAL
238	Nie ma dzieci bawiących się i oczekujących	Trójka dzieci azjatyckich tańczy, a mężczyzna obserwuje	1.6	NEUTRAL
240	Kobieta ma na głowie egipski kapelusz	Kobieta ma na sobie egipski pióropusz	4.3	ENTAILMENT
241	Kobieta ma na sobie egipski pióropusz	Kobieta ma na sobie indyjski pióropusz	4	NEUTRAL
248	Czarna kobieta ma na sobie okulary nad pióropuszem	Kobieta ma na sobie egipski pióropusz	3.6	NEUTRAL
249	Kobieta ma na głowie egipski kapelusz	Kobieta ma na sobie okulary i czarny pióropusz	2.5	NEUTRAL
254	Turysta jest na szczycie góry i tańczy	Na szczycie góry nie tańczącego turysty	3.2	CONTRADICTION
256	Nie ma człowieka na skale wysoko ponad drzewami stojącego w dziwnej pozie	Mężczyzna jest na skale wysoko nad drzewami i stoi w dziwnej pozie	4.3	CONTRADICTION
257	Turysta jest na szczycie góry i tańczy	Mężczyzna jest na skale wysoko nad drzewami i stoi w niewygodnej pozie	2.5	NEUTRAL
258	Turysta jest na szczycie góry i tańczy	Nie ma człowieka na skale wysoko ponad drzewami stojącego w dziwnej pozie	2.5	NEUTRAL
259	Mężczyzna jest na skale wysoko nad drzewami i stoi w dziwnej pozie	Turysta jest na szczycie góry i tańczy radośnie	2.9	NEUTRAL
260	Na szczycie góry nie tańczącego turysty	Mężczyzna jest na skale wysoko nad drzewami i stoi w dziwnej pozie	2.4	NEUTRAL
265	Koń brązowy jest bardzo blisko czerwonej beczki na rodeo	Koń brązowy znajduje się w pobliżu czerwonej beczki na rodeo	4.8	ENTAILMENT
266	Koń brązowy znajduje się w pobliżu czerwonej beczki na rodeo	Brązowy koń jest z dala od czerwonej beczki na rodeo	3.6	CONTRADICTION
269	Kowbojka jedzie na brązowym koniu i kręci lufą	Koń brązowy znajduje się w pobliżu czerwonej beczki na rodeo	3.2	NEUTRAL
272	Kowbojka jedzie konno i kręci lufą	Koń brązowy znajduje się w pobliżu czerwonej beczki na rodeo	3.8	NEUTRAL
273	Chłopiec stoi w zimnej wodzie	Chłopiec stoi w wodzie	4.1	ENTAILMENT
276	Chłopiec siedzi nad niebieskim oceanem	Chłopiec błądzi po niebieskim oceanie	3.2	CONTRADICTION
277	Chłopiec stoi w wodzie	Dziecko pływa po niebieskim oceanie	3	NEUTRAL
279	Chłopiec błądzi po niebieskim oceanie	Chłopiec stoi w zimnej wodzie	3.3	NEUTRAL
283	Mężczyzna gra na gitarze na scenie	Na scenie nie ma mężczyzny grającego na gitarze	3.6	CONTRADICTION
286	Mężczyzna gra na gitarze na scenie	Gitarzysta ma rozczochrane blond włosy	3	NEUTRAL
287	Mężczyzna gra na gitarze na scenie	Łysa osoba gra na gitarze	3.8	NEUTRAL
289	Na scenie nie ma mężczyzny grającego na gitarze	Osoba ma rozczochrane blond włosy i gra na gitarze	3.4	NEUTRAL
291	Kilkoro dzieci siedzi, a ich kolana są podniesione	Kilkoro dzieci leży i podnosi kolana	4	NEUTRAL
293	Dwie młode dziewczynki siedzą na ziemi	Dwie dziewczynki siedzą na ziemi	4.4	ENTAILMENT
296	Dwie dziewczynki leżą na ziemi	Kilkoro dzieci siedzi, a ich kolana są podniesione	2.8	NEUTRAL
301	Naga dama pokryta farbą do ciała idzie przed tłumem ludzi	Nie ma pani chodzącej w farbie do ciała przed tłumem	2.9	CONTRADICTION
302	Naga dama pokryta farbą do ciała idzie przed tłumem ludzi	Nagi tłum w farbie do ciała podąża przed panią	3.1	NEUTRAL
303	Młoda, naga kobieta jest pokryta farbą	Naga dziewczyna jest pokryta farbą	4.4	ENTAILMENT
305	Naga dama pokryta farbą do ciała idzie przed tłumem ludzi	Naga dziewczyna jest pokryta farbą	3.8	ENTAILMENT
309	Nagi tłum w farbie do ciała podąża przed panią	Młoda, naga kobieta jest pokryta farbą	3	NEUTRAL
310	Naga dama pokryta farbą do ciała idzie przed tłumem ludzi	Młoda, naga kobieta jest pokryta farbą	4.2	NEUTRAL
311	Grupa ludzi jest blisko oceanu	Tłum ludzi jest blisko wody	4.3	ENTAILMENT
312	Tłum ludzi jest blisko wody	Tłum ludzi jest daleko od wody	3.8	CONTRADICTION
313	Grupa dzieci w mundurkach stoi przy bramie a jedno z nich całuje matkę	Grupa dzieci ubranych w te same ubrania czeka przy bramie a jedno z nich całuje matkę	4.5	ENTAILMENT
315	W pobliżu dzieci stoi grupa matek w mundurkach a jedna całuje bramę	Grupa dzieci w mundurkach stoi przy bramie a jedno z nich całuje matkę	3.3	NEUTRAL
323	Mężczyzna jest na parkingu i gra w tenisa przed dużą ścianą	Mężczyzna jest na parkingu i gra w tenisa z przyjacielem	3.9	NEUTRAL
327	Mężczyzna jest na parkingu i gra w tenisa przed dużą ścianą	Nie ma mężczyzny wskazującego na samochód	1.5	NEUTRAL
329	Mężczyzna jest na parkingu i gra w tenisa z przyjacielem	Mężczyzna wskazuje na srebrnego sedana	1.3	NEUTRAL
331	Grupa ludzi jest na plaży	Grupa ludzi jest blisko morza	4	ENTAILMENT
332	Grupa ludzi jest na plaży	Grupa ludzi jest na górze	2.6	NEUTRAL
333	Mężczyzna, kobieta i dwie dziewczynki spacerują po plaży	Cztery osoby spacerują po plaży	4.5	ENTAILMENT
335	Grupa ludzi jest na plaży	Cztery osoby spacerują po plaży	4.6	NEUTRAL
338	Mężczyzna, kobieta i dwie dziewczynki spacerują po plaży	Grupa ludzi jest na górze	1.4	NEUTRAL
339	Mężczyzna, kobieta i dwie dziewczynki spacerują po plaży	Grupa ludzi jest na plaży	4.3	ENTAILMENT
340	W zatłoczonym pociągu znajduje jest uczennica z czarną torbą	Dziewczynka z czarną torbą jest w zatłoczonym pociągu	4.7	ENTAILMENT
341	Nie ma dziewczyny z czarną torbą w zatłoczonym pociągu	Dziewczynka z czarną torbą jest w zatłoczonym pociągu	3.7	CONTRADICTION
342	Dziewczynka z czarną torbą jest w zatłoczonym pociągu	Na torbie dziewczyny znajduje się zatłoczony czarny pociąg	2.7	NEUTRAL
344	Azjatycka kobieta w tłumie ludzi nie nosi czarnej torby	Azjatycka kobieta w tłumie nosi czarną torbę	3.8	NEUTRAL
346	Dziewczynka z czarną torbą jest w zatłoczonym pociągu	Azjatycka kobieta w tłumie ludzi nie nosi czarnej torby	2.5	NEUTRAL
347	W zatłoczonym pociągu znajduje jest uczennica z czarną torbą	Azjatycka kobieta w tłumie nosi czarną torbę	2.8	NEUTRAL
351	Pies ściga innego psa i trzyma kij w pysku	Pies ściga innego psa i trzyma w pysku kawałek drewna	4.6	ENTAILMENT
354	Dwa psy biegną i niosą zabawkę w pyskach	Dwa psy biegną i niosą przedmiot w pyskach	4.3	ENTAILMENT
358	Pies ściga innego psa i trzyma w pysku kawałek drewna	Dwa psy biegną i niosą przedmiot w pyskach	3.9	NEUTRAL
360	Dwa psy biegną i niosą przedmiot w pyskach	Pies goni za kijem i trzyma w pysku innego psa	3.2	NEUTRAL
361	Pies ściga innego psa i trzyma kij w pysku	Dwa psy biegną i niosą przedmiot w pyskach	4	ENTAILMENT
362	Brudna piłka futbolowa toczy się w kierunku bramki	Piłka nożna toczy się w kierunku bramki	4.5	ENTAILMENT
363	Piłka nożna nie toczy się w kierunku bramki	Piłka nożna toczy się w kierunku bramki	3.4	CONTRADICTION
366	Osoba grająca w piłkę nożną kopie piłkę w kierunku bramki	Piłka nożna toczy się w kierunku bramki	4.1	NEUTRAL
367	Piłka nożna toczy się w kierunku bramki	Piłkarz wykopuje piłkę z bramki	3.2	NEUTRAL
370	Piłka nożna toczy się w kierunku bramki	Piłkarz kopie piłkę do bramki	4.3	NEUTRAL
372	Mężczyzna siedzi na krześle i przeciera oczy	Nie ma mężczyzny siedzącego na krześle i przecierającego oczy	3.8	CONTRADICTION
373	Mężczyzna z tatuażami wyleguje się na kanapie i trzyma ołówek	Wytatuowany mężczyzna jest na kanapie i trzyma ołówek	4.4	ENTAILMENT
374	Mężczyzna z tatuażami wyleguje się na kanapie i trzyma ołówek	Mężczyzna z tatuażami wyleguje się na kanapie i szuka ołówka	2.9	NEUTRAL
375	Mężczyzna z tatuażami trzyma w rękach kanapę z ołówkiem	Mężczyzna z tatuażami wyleguje się na kanapie i trzyma ołówek	2.6	NEUTRAL
377	Mężczyzna siedzi na krześle i przeciera oczy	Mężczyzna z tatuażami wyleguje się na kanapie i szuka ołówka	2.1	NEUTRAL
378	Mężczyzna z tatuażami trzyma w rękach kanapę z ołówkiem	Mężczyzna siedzi na krześle i przeciera oczy	2	NEUTRAL
379	Mężczyzna odpoczywa na krześle i przeciera oczy	Mężczyzna z tatuażami wyleguje się na kanapie i trzyma ołówek	2.5	NEUTRAL
380	Mężczyzna z tatuażami wyleguje się na kanapie i trzyma ołówek	Nie ma mężczyzny siedzącego na krześle i przecierającego oczy	1.6	NEUTRAL
381	Mężczyzna z tatuażami wyleguje się na kanapie i trzyma ołówek	Mężczyzna siedzi na krześle i przeciera oczy	2.4	NEUTRAL
387	Przez wysoką trawę biegnie brązowo biały pies	Przez niską i zieloną trawę biegnie czarno brązowawy pies	3.8	NEUTRAL
390	Przez wysoką i zieloną trawę biegnie biało brązowawy pies	Przez wysoką trawę biegnie brązowo biały pies	4.6	ENTAILMENT
391	Mężczyzna z ubraniami pokrytymi farbą siedzi na zewnątrz w ruchliwej okolicy, pisząc coś	Mężczyzna ma na sobie ubrania pokryte farbą i siedzi na zewnątrz w zatłoczonym miejscu, pisząc coś	4.8	ENTAILMENT
392	Nie ma mężczyzny ubranego w ubrania pokryte farbą lub siedzącego na zewnątrz w zatłoczonym miejscu, piszącego coś	Mężczyzna ma na sobie ubrania pokryte farbą i siedzi na zewnątrz w zatłoczonym miejscu, pisząc coś	4.1	CONTRADICTION
393	Mężczyzna siedzący jest zajęty pisaniem czegoś na obszarze pokrytym farbą	Mężczyzna ma na sobie ubrania pokryte farbą i siedzi na zewnątrz w zatłoczonym miejscu, pisząc coś	3.7	NEUTRAL
395	Mężczyzna siedzi w pobliżu roweru i pisze notatkę	W pobliżu roweru nie ma mężczyzny piszącego notatkę	4.2	CONTRADICTION
396	Mężczyzna ma na sobie ubrania pokryte farbą i siedzi na zewnątrz w zatłoczonym miejscu, pisząc coś	Mężczyzna stoi w pobliżu roweru i pisze na kartce papieru	2.6	NEUTRAL
397	W pobliżu roweru nie ma mężczyzny piszącego notatkę	Mężczyzna ma na sobie ubrania pokryte farbą i siedzi na zewnątrz w zatłoczonym miejscu, pisząc coś	2.7	NEUTRAL
398	Mężczyzna siedzi w pobliżu roweru i pisze notatkę	Mężczyzna z ubraniami pokrytymi farbą siedzi na zewnątrz w ruchliwej okolicy, pisząc coś	3.1	NEUTRAL
403	Grupa harcerzy biwakuje na trawie	Grupa harcerzy wędruje po trawie	3.5	NEUTRAL
404	Niektórzy ludzie chodzą	Ludzie idą	4.7	ENTAILMENT
409	Niektórzy ludzie chodzą	Grupa harcerzy biwakuje na trawie	1.5	NEUTRAL
410	Grupa harcerzy wędruje po trawie	Niektórzy ludzie chodzą	3.2	ENTAILMENT
413	Dwóch mężczyzn odpoczywa na zaśnieżonej drodze	Dwóch mężczyzn włamuje się do samochodu podczas wycieczki na zaśnieżonej drodze	3	NEUTRAL
415	Dwóch mężczyzn z rowerami stoi na poboczu zaśnieżonej drogi	Dwóch mężczyzn z samochodami stoi na poboczu zaśnieżonej drogi	3.5	NEUTRAL
422	Dwóch mężczyzn trzyma wędki i haczyki	Dwóch mężczyzn trzyma wędki	4.3	ENTAILMENT
423	Dwóch mężczyzn nie trzyma wędek	Dwóch mężczyzn trzyma wędki	3.2	CONTRADICTION
427	Dwóch mężczyzn trzyma wędki	Dwóch mężczyzn stoi nad wodą i trzyma w ręku narzędzia do wędkowania	4.3	NEUTRAL
428	W pobliżu wody nie stoi żaden mężczyzna trzymający wędkę	Dwóch mężczyzn trzyma wędki	3.2	NEUTRAL
434	Dziewczynka w kasku jedzie na rowerze	Dziewczynka w kasku grzęźnie na rowerze	4.2	NEUTRAL
435	Kobieta robi sztuczkę na rampie z rowerem	Kobieta skacze na rowerze	4.3	NEUTRAL
436	Kobieta robi sztuczkę na rampie z rowerem	Kobieta robi sztuczkę na rampie z samochodem	2.4	NEUTRAL
438	Dziewczynka w kasku grzęźnie na rowerze	Kobieta robi sztuczkę na rampie z samochodem	1.9	NEUTRAL
439	Dziewczynka z kaskiem grzęźnie na rowerze	Kobieta robi sztuczkę na rampie z rowerem	2.9	NEUTRAL
440	Dziewczynka w kasku jedzie na rowerze	Kobieta robi sztuczkę na rampie z rowerem	3.7	NEUTRAL
441	Kobieta robi sztuczkę na rampie z rowerem	Dziewczynka w kasku grzęźnie na rowerze	3.3	NEUTRAL
442	Blondynka surfuje	Blondynka płynie na fali	4.7	ENTAILMENT
446	Kobieta surfuje i płynie na fali	Chłopiec surfuje i płynie na fali	3.5	NEUTRAL
447	Kobieta surfuje	Blondynka płynie na fali	4	NEUTRAL
449	Kobieta surfuje i płynie na fali	Blondynka surfuje	3.6	NEUTRAL
451	Blondynka macha podczas pływania na desce	Kobieta surfuje i płynie na fali	2.3	NEUTRAL
454	Dwoje dzieci i dorosły stoją obok gałęzi drzewa	Dwoje dzieci i jedna osoba dorosła nie stoją obok gałęzi drzewa	3.6	CONTRADICTION
457	Dwoje dzieci i dorosły stoją obok gałęzi drzewa	Dwoje dzieci wspina się na drzewo	3	NEUTRAL
461	Dwoje dzieci i dorosły stoją obok gałęzi drzewa	Dwoje dzieci wisi na dużej gałęzi	2.7	NEUTRAL
462	Mężczyzna ubrany na czarno jedzie na rowerze	Mężczyzna wykonuje sztuczkę na rowerze	3.5	NEUTRAL
465	Mężczyzna wykonuje akrobacje na zielonym rowerze	Mężczyzna robi sztuczkę na zielonym rowerze	4.7	ENTAILMENT
470	Nie ma mężczyzny ubranego na czarno i jeżdżącego na zielonym rowerze	Mężczyzna robi sztuczkę na zielonym rowerze	3.4	NEUTRAL
473	Chłopiec trzyma pistolet na wodę	Dziecko trzyma pistolet na wodę	4.5	ENTAILMENT
475	Śmiejące się dziecko trzyma pistolet na wodę i jest spryskiwane wodą	Dziecko z pistoletem strzelającym wodą śmieje się i jest uderzane przez innych chłopców	4	NEUTRAL
476	Nie ma dziecka trzymającego pistolet na wodę lub spryskiwanego wodą	Śmiejące się dziecko trzyma pistolet na wodę i jest spryskiwane wodą	4	CONTRADICTION
477	Dziecko z pistoletem strzelającym wodą śmieje się i jest uderzane przez innych chłopców	Dziecko trzyma pistolet na wodę	3.9	ENTAILMENT
484	Dwa jamniki bawią się czerwoną piłką	Dwa psy bawią się małą czerwoną piłeczką	4.2	NEUTRAL
485	Dwa koty bawią się czerwoną piłką	Dwa jamniki bawią się czerwoną piłką	3.3	NEUTRAL
486	Dwa brązowe psy walczą o czerwoną piłkę i bawią się w trawie	Dwa psy bawią się małą czerwoną piłeczką	3.8	NEUTRAL
489	Nie ma psa bawiącego się czerwoną piłką	Dwa jamniki bawią się czerwoną piłką	3	CONTRADICTION
491	Czarno-biały pies biegnie i stoi za nim osoba	Pies, który jest czarno-biały, biegnie, i stoi za nim osoba	4.9	ENTAILMENT
